loan_id,app_id,client_id,product,channel,issue_date,principal,term_months,rate
11135,28483,4033,Кредитная карта,Онлайн-заявка,2025-05-03,830000,24,34.7
11136,28486,10483,POS-кредит,Партнёр (POS),2025-04-26,290000,6,18.6
11137,28487,8607,POS-кредит,Партнёр (POS),2025-05-05,230000,6,20.9
11138,28489,7611,Кредитная карта,Отделение,2025-05-03,230000,12,32.3
11139,28491,2613,Кредит наличными,Отделение,2025-05-09,1730000,24,31.6
11140,28493,5332,POS-кредит,Партнёр (POS),2025-05-03,280000,18,24.4
11141,28494,980,POS-кредит,Мобильное приложение,2025-05-07,50000,18,22.4
11142,28495,295,POS-кредит,Онлайн-заявка,2025-04-28,360000,18,19.9
11143,28496,9843,Кредитная карта,Отделение,2025-05-10,520000,24,30.6
11144,28497,7512,Кредит наличными,Отделение,2025-05-15,1240000,36,26.4
11145,28499,10926,Кредит наличными,Отделение,2025-05-14,190000,48,25.9
11146,28500,1036,Кредитная карта,Мобильное приложение,2025-05-02,240000,12,36.8
11147,28504,11135,POS-кредит,Онлайн-заявка,2025-05-17,320000,18,22.9
11148,28511,9374,Кредитная карта,Отделение,2025-04-30,420000,24,31.2
11149,28512,157,POS-кредит,Отделение,2025-04-29,320000,18,20.1
11150,28513,7687,POS-кредит,Отделение,2025-05-07,260000,18,23.9
11151,28515,1836,POS-кредит,Отделение,2025-05-09,370000,6,21.7
11152,28517,11380,POS-кредит,Отделение,2025-05-15,250000,18,20.8
11153,28519,3011,Кредит наличными,Отделение,2025-04-30,740000,24,26.3
11154,28520,6682,POS-кредит,Отделение,2025-05-06,310000,18,23.2
11155,28523,4177,POS-кредит,Колл-центр,2025-05-20,120000,6,18.2
11156,28525,3335,Кредит наличными,Мобильное приложение,2025-05-10,970000,12,25.7
11157,28527,2829,POS-кредит,Мобильное приложение,2025-05-01,360000,12,16.5
11158,28528,295,Кредит наличными,Мобильное приложение,2025-05-03,1310000,24,25.8
11159,28530,991,POS-кредит,Онлайн-заявка,2025-05-21,330000,12,19.8
11160,28532,9503,POS-кредит,Партнёр (POS),2025-05-09,600000,6,19.3
11161,28533,3981,POS-кредит,Партнёр (POS),2025-05-21,200000,18,25.1
11162,28536,9406,Кредит наличными,Партнёр (POS),2025-05-22,1260000,12,18.6
11163,28540,4497,Кредит наличными,Отделение,2025-05-05,330000,24,33.8
11164,28544,1836,POS-кредит,Отделение,2025-05-07,140000,18,28.1
11165,28547,6682,Кредит наличными,Онлайн-заявка,2025-05-13,880000,48,25.4
11166,28551,4172,Кредитная карта,Мобильное приложение,2025-05-18,480000,12,34.9
11167,28552,9933,Кредит наличными,Партнёр (POS),2025-04-29,1580000,36,30.6
11168,28554,11812,Кредитная карта,Партнёр (POS),2025-05-18,470000,24,30.6
11169,28556,11178,Кредитная карта,Онлайн-заявка,2025-04-30,370000,12,33.7
11170,28561,1638,Кредитная карта,Партнёр (POS),2025-05-22,450000,24,35.9
11171,28562,2395,POS-кредит,Партнёр (POS),2025-05-08,160000,6,25.2
11172,28566,4576,POS-кредит,Мобильное приложение,2025-05-07,70000,6,21.6
11173,28568,435,POS-кредит,Колл-центр,2025-04-26,360000,6,21.8
11174,28576,3011,Кредит наличными,Отделение,2025-05-01,1080000,48,27.4
11175,28577,11634,Кредитная карта,Онлайн-заявка,2025-05-04,620000,12,34.4
11176,28579,685,POS-кредит,Партнёр (POS),2025-05-22,300000,6,23.5
11177,28580,8066,Кредитная карта,Отделение,2025-05-10,540000,24,37.8
11178,28582,6849,POS-кредит,Отделение,2025-05-10,110000,6,24.3
11179,28588,9674,Кредит наличными,Партнёр (POS),2025-05-20,660000,36,33.1
11180,28591,1836,POS-кредит,Партнёр (POS),2025-05-02,260000,12,24.9
11181,28592,1836,POS-кредит,Мобильное приложение,2025-05-09,350000,18,23.2
11182,28593,9680,Кредит наличными,Онлайн-заявка,2025-05-10,630000,48,30.7
11183,28599,9785,Кредитная карта,Партнёр (POS),2025-05-10,380000,24,30.6
11184,28600,10004,Кредит наличными,Мобильное приложение,2025-05-20,930000,12,31.6
11185,28604,2712,Кредит наличными,Отделение,2025-05-04,910000,24,32.2
11186,28605,9587,Кредит наличными,Отделение,2025-05-04,100000,12,25.8
11187,28607,8677,Кредитная карта,Отделение,2025-05-03,490000,12,38.6
11188,28610,1277,Кредит наличными,Отделение,2025-05-13,1260000,48,27.7
11189,28620,8401,POS-кредит,Мобильное приложение,2025-05-19,340000,6,23.8
11190,28621,1464,Кредит наличными,Отделение,2025-05-15,1270000,12,20.9
11191,28623,2368,Кредитная карта,Мобильное приложение,2025-05-05,200000,24,36.2
11192,28625,11443,Кредит наличными,Отделение,2025-05-22,1040000,12,21.5
11193,28626,3521,POS-кредит,Отделение,2025-05-06,250000,6,22.1
11194,28630,2227,Кредит наличными,Мобильное приложение,2025-05-09,700000,12,32.3
11195,28635,4048,Кредит наличными,Отделение,2025-05-12,640000,36,31.5
11196,28639,11881,POS-кредит,Отделение,2025-05-20,340000,12,22.2
11197,28640,5073,Кредит наличными,Отделение,2025-05-03,850000,24,27.6
11198,28641,10435,Кредит наличными,Онлайн-заявка,2025-05-02,930000,36,29.1
11199,28642,10814,Кредит наличными,Партнёр (POS),2025-05-22,1080000,48,25.7
11200,28643,10558,Кредитная карта,Отделение,2025-05-04,310000,24,37.8
11201,28644,5262,POS-кредит,Отделение,2025-05-11,240000,6,22.7
11202,28645,11402,Кредит наличными,Отделение,2025-05-04,650000,12,30.9
11203,28649,7115,POS-кредит,Партнёр (POS),2025-05-16,250000,18,21.0
11204,28653,3601,POS-кредит,Отделение,2025-04-29,210000,12,18.8
11205,28656,3981,Кредитная карта,Мобильное приложение,2025-05-21,530000,24,35.6
11206,28661,128,Кредит наличными,Онлайн-заявка,2025-05-20,1450000,24,24.7
11207,28662,10924,Кредитная карта,Партнёр (POS),2025-05-05,380000,24,31.8
11208,28663,7815,POS-кредит,Онлайн-заявка,2025-05-12,430000,12,22.3
11209,28665,295,POS-кредит,Мобильное приложение,2025-05-16,420000,6,18.2
11210,28666,11423,Кредитная карта,Онлайн-заявка,2025-04-27,790000,24,31.2
11211,28667,1550,Кредитная карта,Отделение,2025-05-12,320000,24,33.4
11212,28668,3000,POS-кредит,Отделение,2025-05-09,480000,18,25.3
11213,28669,10644,Кредитная карта,Мобильное приложение,2025-05-17,520000,12,37.4
11214,28672,4694,Кредитная карта,Колл-центр,2025-05-05,390000,12,39.0
11215,28675,9001,Кредит наличными,Онлайн-заявка,2025-05-02,1640000,24,26.6
11216,28677,9075,POS-кредит,Колл-центр,2025-04-28,270000,12,23.3
11217,28679,6405,Кредит наличными,Партнёр (POS),2025-05-11,660000,24,27.8
11218,28680,11764,POS-кредит,Партнёр (POS),2025-05-15,300000,18,22.9
11219,28681,10484,POS-кредит,Колл-центр,2025-05-09,240000,6,19.5
11220,28683,2785,Кредит наличными,Онлайн-заявка,2025-05-10,690000,36,27.9
11221,28687,1537,POS-кредит,Партнёр (POS),2025-05-17,280000,18,21.1
11222,28694,11659,POS-кредит,Мобильное приложение,2025-05-22,410000,18,22.1
11223,28697,1523,POS-кредит,Колл-центр,2025-05-15,320000,12,17.1
11224,28699,10668,Кредитная карта,Отделение,2025-05-01,390000,24,31.6
11225,28700,2613,Кредит наличными,Мобильное приложение,2025-04-27,860000,24,29.3
11226,28704,11532,Кредитная карта,Онлайн-заявка,2025-05-08,310000,12,34.0
11227,28705,8197,POS-кредит,Отделение,2025-05-16,370000,6,24.5
11228,28708,6985,POS-кредит,Отделение,2025-05-11,140000,18,19.4
11229,28709,4713,Кредитная карта,Онлайн-заявка,2025-05-11,600000,12,30.5
11230,28710,5810,POS-кредит,Мобильное приложение,2025-05-09,260000,6,16.4
11231,28714,4121,POS-кредит,Онлайн-заявка,2025-05-12,270000,12,22.8
11232,28716,8348,Кредитная карта,Отделение,2025-05-09,440000,12,38.4
11233,28717,10744,Кредит наличными,Мобильное приложение,2025-05-08,440000,48,31.6
11234,28720,5684,Кредит наличными,Партнёр (POS),2025-04-29,1140000,24,28.7
11235,28728,3370,POS-кредит,Партнёр (POS),2025-04-26,280000,18,21.4
11236,28733,2613,Кредит наличными,Партнёр (POS),2025-05-01,970000,12,25.6
11237,28734,7213,Кредит наличными,Отделение,2025-05-07,800000,24,32.7
11238,28736,1836,POS-кредит,Мобильное приложение,2025-05-18,250000,12,27.1
11239,28737,3110,POS-кредит,Отделение,2025-05-10,140000,18,23.8
11240,28740,10439,Кредитная карта,Онлайн-заявка,2025-05-19,180000,24,29.6
11241,28744,3981,POS-кредит,Колл-центр,2025-05-02,150000,18,23.6
11242,28745,5404,POS-кредит,Отделение,2025-05-07,270000,18,23.5
11243,28746,3090,Кредитная карта,Мобильное приложение,2025-04-27,520000,24,35.1
11244,28749,2310,POS-кредит,Партнёр (POS),2025-05-10,420000,12,22.9
11245,28750,10558,Кредитная карта,Мобильное приложение,2025-05-18,590000,24,36.8
11246,28753,6127,Кредит наличными,Партнёр (POS),2025-04-26,720000,12,30.2
11247,28754,8968,Кредитная карта,Колл-центр,2025-05-15,280000,12,34.9
11248,28757,9202,POS-кредит,Онлайн-заявка,2025-05-07,250000,6,22.9
11249,28758,8247,POS-кредит,Отделение,2025-05-21,190000,6,16.6
11250,28761,6913,Кредит наличными,Партнёр (POS),2025-05-15,390000,24,28.2
11251,28763,1028,Кредит наличными,Отделение,2025-05-03,760000,24,25.3
11252,28764,3350,Кредит наличными,Отделение,2025-04-30,660000,12,31.7
11253,28765,8844,POS-кредит,Мобильное приложение,2025-04-26,190000,12,18.6
11254,28771,9116,POS-кредит,Партнёр (POS),2025-05-10,420000,6,23.2
11255,28772,5867,POS-кредит,Партнёр (POS),2025-04-28,330000,6,20.9
11256,28773,6986,POS-кредит,Мобильное приложение,2025-05-16,100000,12,19.7
11257,28777,4009,POS-кредит,Отделение,2025-04-26,440000,12,26.4
11258,28778,9914,Кредитная карта,Мобильное приложение,2025-05-08,110000,24,36.0
11259,28781,4135,Кредитная карта,Онлайн-заявка,2025-05-20,580000,12,37.1
11260,28784,7431,Кредит наличными,Мобильное приложение,2025-05-20,580000,24,28.8
11261,28787,10217,POS-кредит,Онлайн-заявка,2025-05-16,360000,6,21.2
11262,28788,2613,Кредит наличными,Партнёр (POS),2025-04-26,710000,48,23.8
11263,28789,3469,POS-кредит,Колл-центр,2025-05-20,240000,18,17.2
11264,28791,4422,Кредитная карта,Онлайн-заявка,2025-05-10,760000,24,32.9
11265,28792,10501,POS-кредит,Мобильное приложение,2025-05-05,490000,12,22.0
11266,28793,1969,POS-кредит,Отделение,2025-05-20,270000,18,26.4
11267,28800,11770,POS-кредит,Отделение,2025-05-01,280000,18,23.1
11268,28803,2613,Кредит наличными,Партнёр (POS),2025-05-18,160000,12,29.1
11269,28807,3097,Кредит наличными,Онлайн-заявка,2025-04-29,590000,48,27.7
11270,28810,6682,POS-кредит,Мобильное приложение,2025-05-02,280000,6,21.7
11271,28813,9197,POS-кредит,Партнёр (POS),2025-05-11,140000,18,21.3
11272,28814,2613,Кредит наличными,Колл-центр,2025-05-05,920000,48,26.4
11273,28815,6806,POS-кредит,Отделение,2025-05-13,210000,12,14.8
11274,28816,596,Кредит наличными,Партнёр (POS),2025-05-19,560000,48,24.5
11275,28821,6673,Кредитная карта,Партнёр (POS),2025-04-30,250000,12,35.1
11276,28823,496,Кредитная карта,Отделение,2025-05-05,440000,12,35.5
11277,28824,1109,Кредит наличными,Онлайн-заявка,2025-04-29,1160000,48,23.0
11278,28825,7676,POS-кредит,Отделение,2025-05-06,350000,6,24.6
11279,28826,1330,POS-кредит,Отделение,2025-05-19,50000,6,17.1
11280,28832,9114,Кредитная карта,Отделение,2025-05-02,460000,24,31.4
11281,28834,4022,Кредитная карта,Мобильное приложение,2025-05-19,620000,24,33.3
11282,28838,7327,Кредитная карта,Партнёр (POS),2025-04-28,420000,24,34.7
11283,28840,11414,POS-кредит,Партнёр (POS),2025-04-26,90000,18,23.6
11284,28842,11179,POS-кредит,Онлайн-заявка,2025-05-18,420000,6,26.5
11285,28847,21,Кредитная карта,Партнёр (POS),2025-05-19,400000,12,33.3
11286,28848,6797,POS-кредит,Онлайн-заявка,2025-04-30,110000,18,22.7
11287,28849,9147,POS-кредит,Отделение,2025-05-09,360000,18,26.2
11288,28851,3467,POS-кредит,Отделение,2025-05-10,390000,6,19.2
11289,28852,8830,Кредит наличными,Партнёр (POS),2025-04-28,930000,12,25.4
11290,28853,5360,Кредит наличными,Онлайн-заявка,2025-05-09,910000,36,23.9
11291,28856,5948,Кредит наличными,Мобильное приложение,2025-05-05,600000,24,34.7
11292,28860,1600,POS-кредит,Партнёр (POS),2025-05-12,130000,12,25.6
11293,28863,1104,Кредитная карта,Отделение,2025-05-15,660000,12,36.2
11294,28866,2137,POS-кредит,Онлайн-заявка,2025-04-25,240000,6,22.1
11295,28868,3981,Кредит наличными,Мобильное приложение,2025-05-06,1160000,24,31.2
11296,28869,4633,Кредит наличными,Колл-центр,2025-05-02,1240000,48,29.5
11297,28870,5331,Кредит наличными,Партнёр (POS),2025-05-13,760000,12,31.4
11298,28877,11800,POS-кредит,Мобильное приложение,2025-05-15,300000,6,20.6
11299,28879,6574,POS-кредит,Партнёр (POS),2025-05-16,200000,12,16.5
11300,28880,8728,POS-кредит,Мобильное приложение,2025-05-06,50000,12,22.8
11301,28881,4166,Кредитная карта,Отделение,2025-05-16,850000,24,35.4
11302,28886,2473,Кредит наличными,Отделение,2025-04-28,1310000,12,25.3
11303,28887,10767,POS-кредит,Партнёр (POS),2025-04-27,360000,18,21.2
11304,28888,4713,Кредитная карта,Отделение,2025-05-04,590000,12,33.1
11305,28890,11550,Кредитная карта,Партнёр (POS),2025-04-26,620000,12,34.0
11306,28892,4195,Кредит наличными,Партнёр (POS),2025-05-03,1120000,12,35.5
11307,28894,4848,Кредит наличными,Партнёр (POS),2025-04-30,720000,12,22.4
11308,28895,8008,Кредитная карта,Отделение,2025-05-07,730000,12,30.6
11309,28897,10803,POS-кредит,Партнёр (POS),2025-05-04,210000,18,21.7
11310,28898,4164,Кредитная карта,Партнёр (POS),2025-05-08,600000,24,32.9
11311,28902,6020,Кредит наличными,Партнёр (POS),2025-05-09,230000,24,20.4
11312,28904,1030,Кредитная карта,Онлайн-заявка,2025-05-11,510000,24,35.9
11313,28906,9731,Кредит наличными,Партнёр (POS),2025-05-17,420000,48,27.6
11314,28907,1065,POS-кредит,Онлайн-заявка,2025-05-11,120000,12,20.0
11315,28908,11645,POS-кредит,Партнёр (POS),2025-04-29,250000,18,24.1
11316,28909,2613,POS-кредит,Отделение,2025-05-03,120000,12,21.5
11317,28911,7352,Кредитная карта,Мобильное приложение,2025-04-27,120000,12,36.3
11318,28916,5566,Кредит наличными,Отделение,2025-04-29,900000,36,29.6
11319,28918,11452,POS-кредит,Партнёр (POS),2025-05-16,190000,18,24.2
11320,28919,10427,Кредит наличными,Партнёр (POS),2025-05-01,480000,48,26.0
11321,28922,9360,POS-кредит,Колл-центр,2025-05-12,480000,18,22.3
11322,28923,9369,Кредит наличными,Партнёр (POS),2025-05-22,1050000,36,26.6
11323,28925,11111,POS-кредит,Партнёр (POS),2025-05-05,210000,6,19.3
11324,28927,2454,Кредит наличными,Партнёр (POS),2025-05-08,930000,36,25.8
11325,28930,9114,Кредитная карта,Колл-центр,2025-04-29,170000,12,34.6
11326,28936,9759,POS-кредит,Мобильное приложение,2025-04-30,140000,12,18.1
11327,28939,2633,Кредит наличными,Отделение,2025-05-12,830000,36,31.1
11328,28940,7868,POS-кредит,Партнёр (POS),2025-05-09,130000,12,21.2
11329,28941,9395,Кредит наличными,Партнёр (POS),2025-05-04,720000,24,23.5
11330,28942,9465,Кредитная карта,Отделение,2025-05-08,400000,12,38.3
11331,28943,4533,POS-кредит,Партнёр (POS),2025-05-22,170000,18,19.1
11332,28944,5735,Кредитная карта,Отделение,2025-05-01,350000,12,31.8
11333,28945,934,POS-кредит,Онлайн-заявка,2025-04-28,330000,12,23.2
11334,28946,7734,POS-кредит,Отделение,2025-05-19,160000,18,21.3
11335,28947,1963,POS-кредит,Партнёр (POS),2025-05-07,380000,18,20.1
11336,28948,10439,POS-кредит,Отделение,2025-05-10,110000,6,25.4
11337,28958,8364,Кредит наличными,Партнёр (POS),2025-05-09,640000,12,27.7
11338,28960,2904,Кредит наличными,Отделение,2025-05-18,580000,24,28.4
11339,28970,1132,POS-кредит,Отделение,2025-05-08,270000,6,27.0
11340,28973,3237,Кредитная карта,Партнёр (POS),2025-05-17,550000,24,32.6
11341,28974,9415,Кредит наличными,Отделение,2025-05-21,700000,12,32.6
11342,28981,4269,Кредит наличными,Отделение,2025-05-19,1250000,12,28.8
11343,28983,10560,Кредитная карта,Мобильное приложение,2025-05-16,360000,12,32.1
11344,28986,9306,Кредит наличными,Отделение,2025-05-08,380000,24,31.9
11345,28988,3799,Кредит наличными,Онлайн-заявка,2025-05-15,590000,36,23.7
11346,28990,1349,Кредитная карта,Отделение,2025-05-17,450000,24,29.9
11347,28992,5489,Кредит наличными,Отделение,2025-04-29,960000,36,28.5
11348,28993,4834,Кредит наличными,Отделение,2025-05-11,820000,12,30.0
11349,28997,3008,Кредит наличными,Партнёр (POS),2025-04-28,580000,48,27.0
11350,28998,7009,Кредитная карта,Партнёр (POS),2025-05-19,930000,24,30.5
11351,29000,9890,POS-кредит,Партнёр (POS),2025-05-01,110000,12,29.4
11352,29001,11107,Кредитная карта,Партнёр (POS),2025-05-18,430000,24,31.5
11353,29002,3666,Кредит наличными,Отделение,2025-05-17,1300000,48,32.8
11354,29006,10485,POS-кредит,Онлайн-заявка,2025-05-22,170000,12,18.6
11355,29007,2103,Кредитная карта,Отделение,2025-05-06,340000,24,31.0
11356,29009,9181,POS-кредит,Отделение,2025-05-21,150000,18,18.4
11357,29011,10439,Кредитная карта,Отделение,2025-05-05,350000,24,32.7
11358,29012,4680,POS-кредит,Партнёр (POS),2025-04-28,280000,12,23.6
11359,29014,724,Кредит наличными,Партнёр (POS),2025-04-27,1630000,24,19.2
11360,29015,11404,Кредитная карта,Партнёр (POS),2025-04-28,310000,12,31.7
11361,29021,1836,POS-кредит,Онлайн-заявка,2025-05-06,290000,6,19.6
11362,29023,4573,Кредитная карта,Партнёр (POS),2025-04-26,770000,24,32.0
11363,29025,4095,POS-кредит,Онлайн-заявка,2025-05-16,520000,12,22.1
11364,29026,10866,Кредит наличными,Отделение,2025-05-16,590000,48,35.5
11365,29028,3981,POS-кредит,Мобильное приложение,2025-04-30,370000,6,22.3
11366,29030,8754,Кредитная карта,Онлайн-заявка,2025-04-28,590000,12,31.5
11367,29031,2107,POS-кредит,Партнёр (POS),2025-05-13,150000,6,25.6
11368,29032,11487,Кредитная карта,Отделение,2025-05-15,440000,24,31.0
11369,29033,2750,POS-кредит,Отделение,2025-04-25,230000,18,17.1
11370,29034,8362,POS-кредит,Отделение,2025-05-05,320000,18,25.7
11371,29035,5783,POS-кредит,Партнёр (POS),2025-05-13,110000,12,24.1
11372,29038,11620,POS-кредит,Мобильное приложение,2025-05-19,550000,18,21.8
11373,29043,7723,POS-кредит,Отделение,2025-05-04,330000,12,28.6
11374,29044,6977,Кредитная карта,Отделение,2025-05-18,180000,24,35.2
11375,29048,5840,Кредитная карта,Мобильное приложение,2025-05-18,480000,24,33.0
11376,29052,2613,Кредитная карта,Мобильное приложение,2025-05-06,430000,12,32.2
11377,29053,11812,POS-кредит,Колл-центр,2025-05-01,160000,12,17.8
11378,29054,6775,POS-кредит,Партнёр (POS),2025-05-21,50000,6,20.4
11379,29057,21,POS-кредит,Партнёр (POS),2025-05-21,220000,12,26.4
11380,29058,7436,POS-кредит,Мобильное приложение,2025-05-15,380000,18,19.1
11381,29060,11717,Кредит наличными,Партнёр (POS),2025-04-29,1010000,36,27.2
11382,29061,10659,POS-кредит,Онлайн-заявка,2025-04-26,140000,6,25.6
11383,29071,2169,Кредитная карта,Мобильное приложение,2025-04-30,530000,24,32.1
11384,29080,7794,POS-кредит,Партнёр (POS),2025-04-25,100000,6,16.6
11385,29082,7723,POS-кредит,Онлайн-заявка,2025-05-03,190000,6,25.5
11386,29083,4467,Кредитная карта,Партнёр (POS),2025-04-28,220000,12,32.7
11387,29085,3011,Кредит наличными,Партнёр (POS),2025-05-07,870000,24,26.3
11388,29086,2627,POS-кредит,Партнёр (POS),2025-05-17,270000,12,21.5
11389,29087,10734,Кредит наличными,Партнёр (POS),2025-05-16,400000,48,32.4
11390,29088,9383,Кредит наличными,Мобильное приложение,2025-05-16,630000,36,24.2
11391,29089,2101,POS-кредит,Партнёр (POS),2025-05-22,170000,18,26.3
11392,29090,11550,Кредит наличными,Партнёр (POS),2025-05-12,710000,24,29.6
11393,29092,8291,Кредит наличными,Мобильное приложение,2025-05-04,640000,48,27.6
11394,29093,554,POS-кредит,Мобильное приложение,2025-05-05,310000,18,18.3
11395,29099,4219,Кредитная карта,Отделение,2025-05-12,330000,24,39.0
11396,29100,4878,POS-кредит,Партнёр (POS),2025-05-10,190000,18,19.9
11397,29102,295,Кредит наличными,Онлайн-заявка,2025-05-09,670000,48,21.1
11398,29103,2668,Кредитная карта,Онлайн-заявка,2025-05-12,350000,12,37.0
11399,29105,8712,Кредитная карта,Партнёр (POS),2025-05-06,480000,24,28.9
11400,29108,1756,Кредит наличными,Онлайн-заявка,2025-04-26,1160000,24,30.3
11401,29109,9939,Кредит наличными,Онлайн-заявка,2025-05-18,550000,48,26.7
11402,29110,2354,Кредитная карта,Мобильное приложение,2025-05-17,760000,12,34.2
11403,29115,10333,Кредит наличными,Мобильное приложение,2025-05-22,630000,24,30.3
11404,29116,4393,Кредит наличными,Мобильное приложение,2025-04-28,960000,24,28.3
11405,29117,6661,POS-кредит,Отделение,2025-05-10,410000,6,19.2
11406,29118,5306,POS-кредит,Мобильное приложение,2025-04-28,160000,6,21.0
11407,29121,2455,POS-кредит,Онлайн-заявка,2025-05-14,220000,18,20.8
11408,29122,7825,Кредитная карта,Онлайн-заявка,2025-05-11,580000,24,32.4
11409,29123,3160,Кредитная карта,Отделение,2025-05-19,690000,12,43.6
11410,29124,2681,Кредитная карта,Колл-центр,2025-04-27,670000,24,32.1
11411,29129,3623,Кредит наличными,Отделение,2025-05-05,880000,36,32.1
11412,29132,6665,Кредит наличными,Отделение,2025-05-01,440000,12,24.4
11413,29133,1429,Кредит наличными,Онлайн-заявка,2025-05-20,290000,36,25.3
11414,29134,10516,Кредитная карта,Мобильное приложение,2025-04-26,260000,24,37.7
11415,29135,8753,POS-кредит,Отделение,2025-04-27,200000,18,20.3
11416,29136,2497,POS-кредит,Отделение,2025-05-17,240000,6,24.6
11417,29140,2613,Кредит наличными,Мобильное приложение,2025-05-22,50000,36,28.0
11418,29141,6340,Кредитная карта,Партнёр (POS),2025-05-11,300000,24,36.8
11419,29144,6396,Кредит наличными,Партнёр (POS),2025-05-22,530000,36,31.1
11420,29145,3535,POS-кредит,Партнёр (POS),2025-05-02,190000,12,25.2
11421,29148,11558,Кредитная карта,Отделение,2025-05-18,580000,24,36.1
11422,29149,10265,POS-кредит,Колл-центр,2025-05-16,180000,18,20.8
11423,29150,1995,POS-кредит,Отделение,2025-05-14,300000,6,20.8
11424,29152,8022,Кредит наличными,Мобильное приложение,2025-04-26,1850000,48,20.0
11425,29155,7486,Кредит наличными,Онлайн-заявка,2025-05-14,880000,48,22.1
11426,29156,10505,Кредит наличными,Мобильное приложение,2025-05-09,1020000,48,25.7
11427,29158,1722,Кредитная карта,Партнёр (POS),2025-05-21,430000,24,33.4
11428,29159,7660,Кредитная карта,Онлайн-заявка,2025-05-22,710000,24,33.8
11429,29161,9268,POS-кредит,Партнёр (POS),2025-05-10,290000,18,21.1
11430,29164,1429,POS-кредит,Онлайн-заявка,2025-04-29,340000,12,21.9
11431,29167,8201,Кредит наличными,Онлайн-заявка,2025-05-18,850000,12,30.7
11432,29171,7505,Кредитная карта,Мобильное приложение,2025-05-19,350000,12,37.2
11433,29172,1836,POS-кредит,Отделение,2025-05-06,440000,18,24.8
11434,29174,11106,POS-кредит,Отделение,2025-05-08,520000,12,23.3
11435,29175,3490,Кредитная карта,Отделение,2025-05-06,850000,12,31.8
11436,29176,3381,Кредит наличными,Отделение,2025-05-11,990000,48,23.2
11437,29178,5532,POS-кредит,Колл-центр,2025-05-19,290000,18,28.3
11438,29179,2395,Кредит наличными,Партнёр (POS),2025-05-13,340000,48,31.9
11439,29183,5455,Кредит наличными,Онлайн-заявка,2025-05-09,1010000,24,35.1
11440,29184,8402,Кредитная карта,Колл-центр,2025-05-03,490000,24,32.9
11441,29185,1879,Кредитная карта,Отделение,2025-05-11,450000,24,35.3
11442,29188,4713,Кредитная карта,Отделение,2025-05-06,440000,12,33.4
11443,29193,7879,POS-кредит,Мобильное приложение,2025-05-16,280000,12,25.7
11444,29197,7638,Кредитная карта,Отделение,2025-05-11,880000,24,29.9
11445,29200,2613,Кредит наличными,Отделение,2025-04-26,130000,24,24.6
11446,29203,11823,Кредитная карта,Онлайн-заявка,2025-05-08,380000,24,38.6
11447,29208,9330,Кредит наличными,Партнёр (POS),2025-04-28,1060000,36,31.3
11448,29209,472,POS-кредит,Онлайн-заявка,2025-05-13,220000,6,25.1
11449,29210,3904,Кредит наличными,Партнёр (POS),2025-05-17,700000,12,23.5
11450,29213,295,Кредит наличными,Мобильное приложение,2025-05-11,1120000,36,24.0
11451,29214,3981,POS-кредит,Мобильное приложение,2025-05-19,300000,12,19.7
11452,29215,423,POS-кредит,Колл-центр,2025-05-19,320000,18,24.0
11453,29218,6467,Кредитная карта,Партнёр (POS),2025-04-28,250000,24,31.1
11454,29220,3289,POS-кредит,Мобильное приложение,2025-05-20,150000,12,21.8
11455,29223,3981,Кредит наличными,Мобильное приложение,2025-05-10,710000,48,31.4
11456,29225,4251,Кредитная карта,Партнёр (POS),2025-05-09,700000,24,32.6
11457,29226,8655,Кредит наличными,Партнёр (POS),2025-05-07,720000,12,27.3
11458,29227,6187,Кредитная карта,Онлайн-заявка,2025-05-17,600000,24,35.4
11459,29228,7796,Кредитная карта,Онлайн-заявка,2025-05-05,230000,12,34.4
11460,29231,9322,Кредитная карта,Партнёр (POS),2025-04-27,500000,24,29.9
11461,29232,657,POS-кредит,Отделение,2025-04-26,380000,18,16.9
11462,29234,11877,Кредитная карта,Мобильное приложение,2025-05-07,660000,12,38.2
11463,29236,6109,Кредит наличными,Мобильное приложение,2025-05-13,330000,36,27.5
11464,29237,395,Кредит наличными,Мобильное приложение,2025-05-04,1090000,24,27.4
11465,29246,11249,POS-кредит,Мобильное приложение,2025-05-21,240000,12,20.3
11466,29249,9384,POS-кредит,Колл-центр,2025-04-29,330000,6,23.2
11467,29252,5026,Кредит наличными,Отделение,2025-04-29,620000,36,29.4
11468,29254,1836,POS-кредит,Отделение,2025-05-11,260000,6,22.1
11469,29257,11845,POS-кредит,Партнёр (POS),2025-04-30,600000,12,27.7
11470,29260,8762,Кредитная карта,Отделение,2025-04-27,510000,12,41.1
11471,29262,11260,Кредит наличными,Партнёр (POS),2025-05-21,1240000,24,31.8
11472,29264,6489,POS-кредит,Онлайн-заявка,2025-05-14,440000,6,23.5
11473,29265,9579,Кредит наличными,Партнёр (POS),2025-05-02,460000,24,30.3
11474,29272,2120,Кредит наличными,Отделение,2025-05-15,1420000,24,30.3
11475,29274,6682,POS-кредит,Отделение,2025-04-25,570000,12,24.9
11476,29275,3195,POS-кредит,Партнёр (POS),2025-05-01,270000,6,24.0
11477,29280,3346,POS-кредит,Партнёр (POS),2025-05-05,240000,6,25.4
11478,29282,3595,POS-кредит,Онлайн-заявка,2025-04-25,390000,6,21.3
11479,29283,6015,Кредит наличными,Отделение,2025-05-12,990000,48,25.6
