app_id,client_id,apply_date,channel,product,requested_amount,decision,reject_reason,approved_amount,is_issued
23341,658,2025-02-20,Партнёр (POS),POS-кредит,150000,Одобрено,,150000,0
23342,7216,2025-02-10,Мобильное приложение,Кредитная карта,500000,Одобрено,,500000,1
23343,1449,2025-01-28,Мобильное приложение,Кредит наличными,740000,Отказ,Несоответствие политике банка,0,0
23344,5793,2025-01-28,Отделение,Кредит наличными,100000,Отказ,Недостаточная кредитная история,0,0
23345,11203,2025-02-19,Мобильное приложение,Кредит наличными,1170000,Одобрено,,1170000,1
23346,11507,2025-02-19,Онлайн-заявка,Кредитная карта,260000,Отказ,Недостаточная кредитная история,0,0
23347,2613,2025-01-25,Онлайн-заявка,Кредит наличными,920000,Одобрено,,830000,0
23348,11882,2025-02-05,Партнёр (POS),Кредитная карта,650000,Отказ,Несоответствие политике банка,0,0
23349,4814,2025-02-12,Онлайн-заявка,Кредитная карта,390000,Одобрено,,390000,0
23350,10942,2025-02-04,Отделение,Кредитная карта,370000,Одобрено,,370000,1
23351,5433,2025-02-13,Партнёр (POS),POS-кредит,220000,Одобрено,,220000,1
23352,10267,2025-01-31,Партнёр (POS),Кредитная карта,300000,Одобрено,,300000,1
23353,4965,2025-02-09,Мобильное приложение,Кредит наличными,880000,Отказ,Высокая долговая нагрузка,0,0
23354,2080,2025-01-28,Мобильное приложение,Кредитная карта,280000,Отказ,Недостаточный подтверждённый доход,0,0
23355,3050,2025-02-13,Онлайн-заявка,Кредит наличными,1030000,Отказ,Недостаточный подтверждённый доход,0,0
23356,2368,2025-02-08,Колл-центр,Кредит наличными,1560000,Отказ,Низкий скоринговый балл,0,0
23357,11480,2025-01-27,Мобильное приложение,Кредит наличными,1050000,Отказ,Низкий скоринговый балл,0,0
23358,3906,2025-01-27,Партнёр (POS),POS-кредит,180000,Одобрено,,140000,1
23359,3894,2025-02-08,Онлайн-заявка,Кредит наличными,1120000,Отказ,Высокая долговая нагрузка,0,0
23360,7172,2025-02-17,Отделение,POS-кредит,180000,Отказ,Недостаточный подтверждённый доход,0,0
23361,295,2025-02-19,Мобильное приложение,Кредит наличными,800000,Отказ,Низкий скоринговый балл,0,0
23362,2375,2025-02-03,Мобильное приложение,Кредит наличными,1410000,Отказ,Недостаточная кредитная история,0,0
23363,9395,2025-02-13,Колл-центр,Кредит наличными,1270000,Отказ,Высокая долговая нагрузка,0,0
23364,6878,2025-01-29,Онлайн-заявка,Кредитная карта,270000,Отказ,Действующая просрочка,0,0
23365,4508,2025-02-20,Мобильное приложение,POS-кредит,240000,Одобрено,,240000,0
23366,295,2025-02-07,Отделение,Кредит наличными,790000,Одобрено,,550000,1
23367,7413,2025-02-13,Онлайн-заявка,Кредит наличными,1420000,Отказ,Высокая долговая нагрузка,0,0
23368,3232,2025-02-10,Онлайн-заявка,Кредит наличными,1190000,Отказ,Высокая долговая нагрузка,0,0
23369,7155,2025-01-30,Партнёр (POS),POS-кредит,440000,Отказ,Высокая долговая нагрузка,0,0
23370,2141,2025-02-05,Партнёр (POS),Кредит наличными,1270000,Отказ,Низкий скоринговый балл,0,0
23371,2452,2025-02-10,Онлайн-заявка,Кредитная карта,630000,Одобрено,,440000,1
23372,6119,2025-02-06,Отделение,POS-кредит,340000,Одобрено,,340000,1
23373,10805,2025-02-04,Отделение,Кредит наличными,490000,Одобрено,,490000,1
23374,7709,2025-02-14,Онлайн-заявка,POS-кредит,470000,Отказ,Низкий скоринговый балл,0,0
23375,2903,2025-02-10,Партнёр (POS),POS-кредит,380000,Отказ,Высокая долговая нагрузка,0,0
23376,4464,2025-01-26,Партнёр (POS),Кредит наличными,560000,Одобрено,,560000,1
23377,11015,2025-02-17,Партнёр (POS),Кредит наличными,940000,Отказ,Действующая просрочка,0,0
23378,6508,2025-02-21,Партнёр (POS),POS-кредит,600000,Отказ,Низкий скоринговый балл,0,0
23379,295,2025-01-28,Онлайн-заявка,Кредит наличными,560000,Отказ,Недостаточная кредитная история,0,0
23380,2613,2025-02-02,Онлайн-заявка,Кредит наличными,1430000,Отказ,Действующая просрочка,0,0
23381,2454,2025-02-12,Онлайн-заявка,Кредит наличными,430000,Отказ,Недостаточный подтверждённый доход,0,0
23382,10866,2025-02-03,Отделение,Кредит наличными,390000,Отказ,Действующая просрочка,0,0
23383,872,2025-02-11,Партнёр (POS),Кредит наличными,1380000,Отказ,Недостаточная кредитная история,0,0
23384,9026,2025-02-02,Партнёр (POS),POS-кредит,260000,Одобрено,,160000,1
23385,6920,2025-02-13,Партнёр (POS),Кредит наличными,1230000,Одобрено,,1230000,0
23386,6655,2025-02-16,Онлайн-заявка,Кредит наличными,1510000,Отказ,Низкий скоринговый балл,0,0
23387,6623,2025-01-29,Мобильное приложение,Кредит наличными,1110000,Отказ,Недостаточная кредитная история,0,0
23388,3847,2025-01-28,Партнёр (POS),POS-кредит,230000,Одобрено,,230000,1
23389,2081,2025-02-12,Онлайн-заявка,Кредит наличными,1270000,Одобрено,,1270000,1
23390,7633,2025-02-07,Мобильное приложение,Кредитная карта,600000,Одобрено,,410000,1
23391,5482,2025-02-04,Партнёр (POS),Кредит наличными,50000,Одобрено,,50000,1
23392,1750,2025-02-14,Партнёр (POS),POS-кредит,390000,Одобрено,,230000,0
23393,2613,2025-02-08,Отделение,Кредит наличными,480000,Одобрено,,480000,1
23394,2613,2025-02-18,Колл-центр,Кредит наличными,870000,Отказ,Недостаточный подтверждённый доход,0,0
23395,8033,2025-02-03,Отделение,POS-кредит,370000,Одобрено,,260000,1
23396,10255,2025-02-06,Колл-центр,Кредит наличными,770000,Отказ,Низкий скоринговый балл,0,0
23397,4453,2025-02-04,Партнёр (POS),POS-кредит,270000,Одобрено,,270000,1
23398,8028,2025-01-30,Колл-центр,Кредитная карта,440000,Отказ,Низкий скоринговый балл,0,0
23399,3780,2025-02-10,Онлайн-заявка,Кредитная карта,340000,Одобрено,,190000,1
23400,7089,2025-02-14,Мобильное приложение,Кредитная карта,570000,Одобрено,,310000,1
23401,101,2025-02-01,Онлайн-заявка,Кредит наличными,1060000,Одобрено,,1060000,1
23402,7171,2025-02-02,Партнёр (POS),Кредит наличными,1050000,Отказ,Низкий скоринговый балл,0,0
23403,8669,2025-02-16,Партнёр (POS),Кредит наличными,1180000,Отказ,Недостаточный подтверждённый доход,0,0
23404,1681,2025-02-10,Партнёр (POS),Кредит наличными,420000,Одобрено,,420000,1
23405,11414,2025-02-08,Онлайн-заявка,POS-кредит,160000,Одобрено,,160000,1
23406,11596,2025-02-20,Партнёр (POS),Кредитная карта,510000,Одобрено,,510000,1
23407,8911,2025-02-17,Отделение,Кредит наличными,50000,Отказ,Недостаточный подтверждённый доход,0,0
23408,3657,2025-02-01,Онлайн-заявка,POS-кредит,410000,Отказ,Недостаточный подтверждённый доход,0,0
23409,5772,2025-01-30,Колл-центр,Кредит наличными,790000,Отказ,Низкий скоринговый балл,0,0
23410,9272,2025-02-06,Онлайн-заявка,Кредитная карта,290000,Одобрено,,230000,1
23411,5857,2025-02-04,Партнёр (POS),Кредит наличными,1160000,Одобрено,,1160000,1
23412,4033,2025-02-03,Мобильное приложение,POS-кредит,260000,Отказ,Низкий скоринговый балл,0,0
23413,8537,2025-02-15,Мобильное приложение,Кредит наличными,910000,Отказ,Недостаточный подтверждённый доход,0,0
23414,11062,2025-02-02,Партнёр (POS),POS-кредит,410000,Одобрено,,260000,1
23415,3511,2025-01-28,Мобильное приложение,POS-кредит,470000,Одобрено,,470000,1
23416,7968,2025-02-21,Онлайн-заявка,Кредит наличными,1310000,Отказ,Недостаточный подтверждённый доход,0,0
23417,8077,2025-02-03,Мобильное приложение,Кредитная карта,480000,Одобрено,,480000,1
23418,4713,2025-02-08,Онлайн-заявка,Кредитная карта,670000,Одобрено,,420000,0
23419,9130,2025-02-05,Отделение,Кредит наличными,1030000,Отказ,Высокая долговая нагрузка,0,0
23420,11660,2025-02-08,Партнёр (POS),Кредитная карта,640000,Одобрено,,640000,1
23421,3011,2025-01-26,Партнёр (POS),Кредит наличными,150000,Отказ,Высокая долговая нагрузка,0,0
23422,1836,2025-01-29,Отделение,POS-кредит,320000,Отказ,Высокая долговая нагрузка,0,0
23423,263,2025-02-07,Отделение,Кредит наличными,1760000,Отказ,Действующая просрочка,0,0
23424,7422,2025-02-04,Партнёр (POS),POS-кредит,270000,Одобрено,,210000,1
23425,10033,2025-02-14,Отделение,POS-кредит,390000,Одобрено,,390000,1
23426,6806,2025-02-05,Мобильное приложение,POS-кредит,370000,Одобрено,,370000,0
23427,3198,2025-02-16,Онлайн-заявка,POS-кредит,170000,Отказ,Высокая долговая нагрузка,0,0
23428,10547,2025-02-08,Партнёр (POS),POS-кредит,340000,Одобрено,,340000,1
23429,2915,2025-02-15,Партнёр (POS),Кредитная карта,340000,Отказ,Высокая долговая нагрузка,0,0
23430,11930,2025-01-25,Мобильное приложение,Кредит наличными,590000,Одобрено,,590000,0
23431,11249,2025-02-12,Партнёр (POS),POS-кредит,260000,Отказ,Недостаточный подтверждённый доход,0,0
23432,1245,2025-01-25,Онлайн-заявка,POS-кредит,140000,Одобрено,,140000,1
23433,11343,2025-02-20,Партнёр (POS),POS-кредит,200000,Одобрено,,200000,1
23434,6007,2025-01-25,Партнёр (POS),Кредит наличными,430000,Отказ,Действующая просрочка,0,0
23435,9883,2025-02-05,Отделение,Кредитная карта,440000,Одобрено,,440000,1
23436,6682,2025-02-07,Отделение,POS-кредит,260000,Одобрено,,140000,1
23437,9234,2025-02-14,Партнёр (POS),Кредитная карта,240000,Отказ,Низкий скоринговый балл,0,0
23438,295,2025-02-06,Онлайн-заявка,Кредит наличными,1070000,Отказ,Высокая долговая нагрузка,0,0
23439,3981,2025-02-08,Онлайн-заявка,POS-кредит,680000,Отказ,Высокая долговая нагрузка,0,0
23440,1233,2025-02-10,Онлайн-заявка,Кредит наличными,1090000,Одобрено,,1090000,0
23441,6123,2025-02-10,Партнёр (POS),Кредит наличными,800000,Одобрено,,800000,1
23442,8071,2025-01-29,Мобильное приложение,POS-кредит,290000,Одобрено,,220000,1
23443,5692,2025-02-21,Онлайн-заявка,POS-кредит,320000,Отказ,Высокая долговая нагрузка,0,0
23444,3008,2025-02-04,Онлайн-заявка,Кредит наличными,1110000,Отказ,Действующая просрочка,0,0
23445,5495,2025-02-10,Онлайн-заявка,POS-кредит,410000,Отказ,Низкий скоринговый балл,0,0
23446,1638,2025-02-07,Мобильное приложение,Кредит наличными,900000,Отказ,Низкий скоринговый балл,0,0
23447,4634,2025-02-21,Мобильное приложение,POS-кредит,210000,Отказ,Недостаточный подтверждённый доход,0,0
23448,7,2025-02-02,Мобильное приложение,POS-кредит,260000,Отказ,Высокая долговая нагрузка,0,0
23449,1474,2025-02-11,Отделение,POS-кредит,380000,Одобрено,,380000,1
23450,5122,2025-02-10,Отделение,POS-кредит,250000,Отказ,Низкий скоринговый балл,0,0
23451,9103,2025-02-18,Партнёр (POS),POS-кредит,190000,Отказ,Низкий скоринговый балл,0,0
23452,9769,2025-02-20,Мобильное приложение,Кредит наличными,1340000,Одобрено,,1340000,0
23453,6964,2025-01-27,Онлайн-заявка,Кредит наличными,770000,Отказ,Недостаточный подтверждённый доход,0,0
23454,11379,2025-02-01,Онлайн-заявка,Кредит наличными,210000,Отказ,Недостаточный подтверждённый доход,0,0
23455,3898,2025-02-11,Онлайн-заявка,POS-кредит,680000,Одобрено,,380000,0
23456,2100,2025-02-17,Отделение,Кредит наличными,320000,Одобрено,,200000,1
23457,8412,2025-02-09,Онлайн-заявка,POS-кредит,160000,Одобрено,,160000,1
23458,1914,2025-02-12,Мобильное приложение,Кредит наличными,760000,Одобрено,,760000,0
23459,6596,2025-02-20,Мобильное приложение,Кредитная карта,490000,Одобрено,,490000,1
23460,3011,2025-02-21,Отделение,Кредит наличными,1010000,Одобрено,,1010000,1
23461,2035,2025-01-30,Отделение,Кредит наличными,1080000,Одобрено,,1080000,1
23462,1203,2025-02-21,Онлайн-заявка,POS-кредит,190000,Одобрено,,190000,1
23463,4607,2025-01-30,Партнёр (POS),Кредит наличными,1220000,Одобрено,,1220000,1
23464,6803,2025-02-15,Онлайн-заявка,Кредит наличными,950000,Одобрено,,730000,0
23465,9045,2025-02-04,Партнёр (POS),Кредитная карта,850000,Отказ,Низкий скоринговый балл,0,0
23466,1153,2025-02-12,Онлайн-заявка,Кредитная карта,220000,Отказ,Недостаточный подтверждённый доход,0,0
23467,2983,2025-02-20,Мобильное приложение,POS-кредит,370000,Одобрено,,310000,0
23468,11828,2025-01-28,Партнёр (POS),Кредитная карта,620000,Отказ,Действующая просрочка,0,0
23469,11127,2025-02-01,Партнёр (POS),Кредит наличными,1560000,Отказ,Высокая долговая нагрузка,0,0
23470,3580,2025-02-12,Партнёр (POS),POS-кредит,50000,Отказ,Несоответствие политике банка,0,0
23471,3779,2025-02-20,Онлайн-заявка,Кредитная карта,940000,Одобрено,,940000,0
23472,4995,2025-02-13,Мобильное приложение,Кредитная карта,630000,Отказ,Недостаточная кредитная история,0,0
23473,4690,2025-02-21,Онлайн-заявка,Кредит наличными,1380000,Отказ,Недостаточный подтверждённый доход,0,0
23474,9005,2025-02-08,Отделение,Кредит наличными,1450000,Отказ,Недостаточный подтверждённый доход,0,0
23475,3011,2025-02-16,Онлайн-заявка,Кредит наличными,1080000,Одобрено,,1080000,1
23476,11616,2025-01-29,Партнёр (POS),Кредитная карта,820000,Одобрено,,570000,1
23477,1915,2025-02-08,Партнёр (POS),Кредит наличными,980000,Отказ,Действующая просрочка,0,0
23478,9399,2025-01-28,Партнёр (POS),Кредитная карта,680000,Отказ,Высокая долговая нагрузка,0,0
23479,3909,2025-02-09,Мобильное приложение,POS-кредит,200000,Отказ,Недостаточный подтверждённый доход,0,0
23480,10378,2025-01-30,Онлайн-заявка,Кредитная карта,670000,Одобрено,,590000,0
23481,11993,2025-02-06,Отделение,POS-кредит,470000,Одобрено,,470000,1
23482,7581,2025-02-09,Онлайн-заявка,POS-кредит,140000,Отказ,Недостаточный подтверждённый доход,0,0
23483,10670,2025-02-10,Отделение,POS-кредит,330000,Отказ,Высокая долговая нагрузка,0,0
23484,1681,2025-02-15,Онлайн-заявка,Кредит наличными,680000,Отказ,Высокая долговая нагрузка,0,0
23485,2512,2025-02-14,Мобильное приложение,Кредит наличными,840000,Одобрено,,840000,1
23486,11373,2025-01-26,Мобильное приложение,Кредит наличными,1260000,Отказ,Действующая просрочка,0,0
23487,7941,2025-02-12,Онлайн-заявка,Кредитная карта,350000,Одобрено,,350000,1
23488,3201,2025-02-10,Онлайн-заявка,POS-кредит,300000,Отказ,Недостаточный подтверждённый доход,0,0
23489,7354,2025-02-03,Колл-центр,Кредитная карта,630000,Одобрено,,630000,0
23490,2613,2025-01-29,Колл-центр,Кредит наличными,300000,Одобрено,,210000,1
23491,295,2025-02-11,Мобильное приложение,Кредит наличными,760000,Отказ,Действующая просрочка,0,0
23492,538,2025-02-04,Мобильное приложение,POS-кредит,240000,Отказ,Высокая долговая нагрузка,0,0
23493,5424,2025-02-08,Онлайн-заявка,POS-кредит,520000,Одобрено,,520000,1
23494,11424,2025-02-08,Отделение,Кредит наличными,660000,Отказ,Высокая долговая нагрузка,0,0
23495,3150,2025-02-11,Отделение,Кредитная карта,390000,Одобрено,,390000,1
23496,9369,2025-02-08,Мобильное приложение,Кредит наличными,540000,Одобрено,,370000,1
23497,295,2025-02-21,Онлайн-заявка,Кредит наличными,1880000,Отказ,Низкий скоринговый балл,0,0
23498,11560,2025-02-02,Мобильное приложение,POS-кредит,380000,Одобрено,,380000,1
23499,295,2025-02-08,Отделение,Кредит наличными,780000,Одобрено,,780000,0
23500,2613,2025-02-17,Колл-центр,Кредит наличными,630000,Одобрено,,630000,0
23501,3687,2025-02-19,Партнёр (POS),Кредит наличными,480000,Одобрено,,480000,1
23502,4725,2025-02-18,Отделение,POS-кредит,390000,Одобрено,,390000,1
23503,2633,2025-02-20,Отделение,Кредит наличными,1800000,Отказ,Низкий скоринговый балл,0,0
23504,4481,2025-02-13,Онлайн-заявка,Кредит наличными,1290000,Отказ,Недостаточная кредитная история,0,0
23505,8935,2025-02-09,Партнёр (POS),Кредитная карта,710000,Одобрено,,710000,1
23506,4129,2025-01-28,Отделение,POS-кредит,290000,Одобрено,,290000,1
23507,2978,2025-02-16,Мобильное приложение,Кредит наличными,1630000,Одобрено,,1250000,1
23508,4750,2025-02-03,Мобильное приложение,POS-кредит,390000,Одобрено,,390000,0
23509,4602,2025-01-25,Онлайн-заявка,Кредит наличными,250000,Одобрено,,250000,1
23510,1572,2025-02-14,Онлайн-заявка,Кредит наличными,610000,Отказ,Недостаточный подтверждённый доход,0,0
23511,3011,2025-02-07,Мобильное приложение,Кредит наличными,460000,Одобрено,,460000,0
23512,4574,2025-02-12,Мобильное приложение,POS-кредит,420000,Одобрено,,420000,1
23513,1876,2025-01-29,Отделение,POS-кредит,320000,Одобрено,,320000,1
23514,4288,2025-01-29,Партнёр (POS),POS-кредит,340000,Одобрено,,200000,1
23515,4174,2025-02-21,Партнёр (POS),Кредит наличными,620000,Одобрено,,620000,1
23516,2613,2025-02-01,Онлайн-заявка,Кредит наличными,360000,Отказ,Низкий скоринговый балл,0,0
23517,1638,2025-02-06,Колл-центр,Кредитная карта,370000,Одобрено,,370000,1
23518,6869,2025-02-18,Партнёр (POS),Кредитная карта,830000,Отказ,Низкий скоринговый балл,0,0
23519,8291,2025-02-03,Партнёр (POS),Кредит наличными,380000,Отказ,Высокая долговая нагрузка,0,0
23520,11951,2025-02-20,Мобильное приложение,Кредит наличными,500000,Отказ,Действующая просрочка,0,0
23521,1836,2025-01-26,Партнёр (POS),POS-кредит,230000,Отказ,Недостаточный подтверждённый доход,0,0
23522,5875,2025-02-03,Мобильное приложение,Кредитная карта,600000,Одобрено,,600000,1
23523,4101,2025-02-11,Онлайн-заявка,Кредитная карта,750000,Отказ,Недостаточный подтверждённый доход,0,0
23524,1736,2025-02-17,Колл-центр,Кредит наличными,680000,Одобрено,,680000,0
23525,10476,2025-02-12,Онлайн-заявка,POS-кредит,290000,Одобрено,,220000,0
23526,1368,2025-02-18,Колл-центр,Кредитная карта,320000,Одобрено,,320000,1
23527,2094,2025-02-07,Онлайн-заявка,Кредитная карта,550000,Отказ,Действующая просрочка,0,0
23528,7344,2025-02-07,Партнёр (POS),POS-кредит,330000,Отказ,Действующая просрочка,0,0
23529,295,2025-02-16,Партнёр (POS),Кредит наличными,780000,Отказ,Низкий скоринговый балл,0,0
23530,3779,2025-02-14,Мобильное приложение,Кредит наличными,800000,Одобрено,,800000,1
23531,8216,2025-01-28,Онлайн-заявка,Кредит наличными,1030000,Отказ,Низкий скоринговый балл,0,0
23532,2503,2025-01-31,Мобильное приложение,Кредитная карта,200000,Отказ,Недостаточный подтверждённый доход,0,0
23533,7762,2025-01-27,Отделение,Кредит наличными,910000,Одобрено,,460000,1
23534,2613,2025-02-21,Партнёр (POS),POS-кредит,220000,Одобрено,,190000,1
23535,11660,2025-01-29,Онлайн-заявка,Кредитная карта,610000,Одобрено,,610000,1
23536,9389,2025-01-27,Онлайн-заявка,Кредитная карта,100000,Отказ,Недостаточный подтверждённый доход,0,0
23537,3832,2025-02-21,Партнёр (POS),POS-кредит,270000,Одобрено,,270000,0
23538,6682,2025-02-19,Онлайн-заявка,POS-кредит,520000,Одобрено,,520000,0
23539,7121,2025-02-08,Онлайн-заявка,Кредитная карта,680000,Отказ,Недостаточный подтверждённый доход,0,0
23540,5373,2025-02-17,Онлайн-заявка,Кредит наличными,970000,Отказ,Низкий скоринговый балл,0,0
23541,9023,2025-02-16,Партнёр (POS),Кредит наличными,480000,Одобрено,,480000,1
23542,2982,2025-01-31,Партнёр (POS),Кредит наличными,1140000,Отказ,Действующая просрочка,0,0
23543,2613,2025-02-07,Партнёр (POS),Кредит наличными,770000,Отказ,Низкий скоринговый балл,0,0
23544,776,2025-02-08,Мобильное приложение,Кредит наличными,1370000,Отказ,Недостаточный подтверждённый доход,0,0
23545,3286,2025-02-19,Отделение,Кредит наличными,1200000,Отказ,Высокая долговая нагрузка,0,0
23546,4022,2025-02-01,Партнёр (POS),Кредитная карта,580000,Отказ,Недостаточный подтверждённый доход,0,0
23547,8348,2025-01-26,Партнёр (POS),Кредитная карта,530000,Одобрено,,530000,0
23548,7922,2025-02-08,Онлайн-заявка,Кредитная карта,390000,Отказ,Низкий скоринговый балл,0,0
23549,8582,2025-02-03,Партнёр (POS),Кредитная карта,680000,Отказ,Действующая просрочка,0,0
23550,8045,2025-02-02,Онлайн-заявка,POS-кредит,330000,Отказ,Действующая просрочка,0,0
23551,3057,2025-02-04,Онлайн-заявка,Кредит наличными,1160000,Отказ,Недостаточный подтверждённый доход,0,0
23552,3011,2025-02-04,Отделение,Кредит наличными,230000,Одобрено,,230000,1
23553,4946,2025-01-31,Колл-центр,POS-кредит,410000,Отказ,Недостаточный подтверждённый доход,0,0
23554,10896,2025-02-19,Партнёр (POS),POS-кредит,160000,Одобрено,,160000,1
23555,46,2025-01-31,Онлайн-заявка,Кредит наличными,1060000,Одобрено,,1060000,0
23556,6725,2025-02-05,Мобильное приложение,POS-кредит,170000,Отказ,Действующая просрочка,0,0
23557,6890,2025-01-27,Партнёр (POS),POS-кредит,240000,Одобрено,,240000,1
23558,10119,2025-01-30,Партнёр (POS),Кредит наличными,600000,Отказ,Несоответствие политике банка,0,0
23559,795,2025-01-27,Колл-центр,Кредит наличными,610000,Одобрено,,390000,1
23560,11240,2025-02-08,Мобильное приложение,Кредитная карта,530000,Одобрено,,300000,0
23561,4911,2025-02-13,Партнёр (POS),Кредитная карта,680000,Отказ,Недостаточный подтверждённый доход,0,0
23562,4172,2025-02-12,Партнёр (POS),Кредитная карта,460000,Одобрено,,460000,1
23563,6528,2025-02-10,Онлайн-заявка,Кредит наличными,1420000,Отказ,Низкий скоринговый балл,0,0
23564,10547,2025-02-19,Партнёр (POS),POS-кредит,280000,Отказ,Низкий скоринговый балл,0,0
23565,2132,2025-02-02,Мобильное приложение,Кредитная карта,550000,Отказ,Низкий скоринговый балл,0,0
23566,6775,2025-02-07,Мобильное приложение,POS-кредит,220000,Отказ,Несоответствие политике банка,0,0
23567,8545,2025-01-29,Онлайн-заявка,Кредит наличными,1000000,Отказ,Низкий скоринговый балл,0,0
23568,6624,2025-02-01,Партнёр (POS),POS-кредит,510000,Одобрено,,290000,1
23569,6499,2025-02-13,Партнёр (POS),POS-кредит,260000,Одобрено,,170000,0
23570,4300,2025-02-05,Онлайн-заявка,POS-кредит,150000,Отказ,Низкий скоринговый балл,0,0
23571,4202,2025-02-06,Онлайн-заявка,POS-кредит,240000,Одобрено,,240000,1
23572,414,2025-02-10,Отделение,POS-кредит,260000,Отказ,Недостаточная кредитная история,0,0
23573,4464,2025-02-16,Онлайн-заявка,Кредит наличными,1440000,Отказ,Высокая долговая нагрузка,0,0
23574,919,2025-01-26,Отделение,Кредитная карта,550000,Одобрено,,550000,1
23575,4633,2025-02-15,Партнёр (POS),Кредит наличными,1240000,Отказ,Действующая просрочка,0,0
23576,6437,2025-02-08,Партнёр (POS),POS-кредит,270000,Одобрено,,270000,1
23577,7709,2025-01-30,Отделение,POS-кредит,400000,Одобрено,,400000,0
23578,7525,2025-02-06,Отделение,POS-кредит,200000,Одобрено,,100000,0
23579,5923,2025-02-20,Отделение,Кредит наличными,1500000,Одобрено,,980000,1
23580,10372,2025-02-03,Онлайн-заявка,Кредитная карта,680000,Одобрено,,680000,0
23581,658,2025-01-28,Онлайн-заявка,POS-кредит,300000,Отказ,Высокая долговая нагрузка,0,0
23582,8245,2025-01-28,Мобильное приложение,Кредитная карта,520000,Одобрено,,520000,1
23583,354,2025-02-12,Партнёр (POS),POS-кредит,50000,Одобрено,,50000,1
23584,10128,2025-01-31,Отделение,POS-кредит,360000,Одобрено,,360000,0
23585,4444,2025-01-30,Партнёр (POS),Кредит наличными,900000,Одобрено,,720000,1
23586,2613,2025-02-04,Отделение,Кредит наличными,890000,Отказ,Действующая просрочка,0,0
23587,6106,2025-02-11,Онлайн-заявка,Кредитная карта,560000,Отказ,Несоответствие политике банка,0,0
23588,9867,2025-02-10,Онлайн-заявка,Кредит наличными,960000,Отказ,Действующая просрочка,0,0
23589,4560,2025-01-26,Партнёр (POS),Кредитная карта,600000,Отказ,Действующая просрочка,0,0
23590,367,2025-02-02,Партнёр (POS),Кредитная карта,690000,Одобрено,,690000,1
23591,386,2025-02-19,Колл-центр,Кредитная карта,50000,Отказ,Недостаточный подтверждённый доход,0,0
23592,4633,2025-01-29,Отделение,POS-кредит,190000,Одобрено,,190000,1
23593,295,2025-02-04,Онлайн-заявка,Кредит наличными,700000,Одобрено,,700000,1
23594,10836,2025-01-25,Партнёр (POS),Кредитная карта,230000,Отказ,Низкий скоринговый балл,0,0
23595,6508,2025-02-03,Мобильное приложение,Кредитная карта,170000,Отказ,Низкий скоринговый балл,0,0
23596,1836,2025-01-31,Отделение,POS-кредит,120000,Одобрено,,120000,1
23597,910,2025-01-29,Партнёр (POS),POS-кредит,390000,Отказ,Низкий скоринговый балл,0,0
23598,8756,2025-01-28,Мобильное приложение,POS-кредит,350000,Одобрено,,350000,1
23599,6044,2025-02-06,Мобильное приложение,Кредитная карта,410000,Одобрено,,410000,1
23600,1557,2025-02-10,Отделение,POS-кредит,440000,Одобрено,,440000,0
23601,813,2025-02-10,Партнёр (POS),POS-кредит,350000,Отказ,Низкий скоринговый балл,0,0
23602,11573,2025-02-20,Партнёр (POS),Кредит наличными,1500000,Одобрено,,800000,1
23603,9915,2025-02-02,Мобильное приложение,POS-кредит,300000,Одобрено,,250000,0
23604,5489,2025-02-11,Мобильное приложение,Кредит наличными,1440000,Отказ,Высокая долговая нагрузка,0,0
23605,9606,2025-01-31,Партнёр (POS),POS-кредит,120000,Одобрено,,120000,1
23606,3977,2025-01-25,Мобильное приложение,Кредит наличными,610000,Отказ,Низкий скоринговый балл,0,0
23607,295,2025-02-15,Мобильное приложение,Кредит наличными,760000,Отказ,Высокая долговая нагрузка,0,0
23608,7894,2025-02-05,Мобильное приложение,Кредитная карта,850000,Одобрено,,480000,1
23609,1218,2025-02-11,Отделение,Кредитная карта,710000,Одобрено,,710000,1
23610,2613,2025-02-21,Мобильное приложение,Кредит наличными,1310000,Отказ,Действующая просрочка,0,0
23611,4573,2025-02-13,Мобильное приложение,POS-кредит,280000,Отказ,Низкий скоринговый балл,0,0
23612,8087,2025-01-31,Мобильное приложение,POS-кредит,400000,Отказ,Недостаточный подтверждённый доход,0,0
23613,6139,2025-02-21,Отделение,Кредит наличными,1150000,Отказ,Низкий скоринговый балл,0,0
23614,1836,2025-01-25,Онлайн-заявка,POS-кредит,250000,Одобрено,,170000,1
23615,2853,2025-02-20,Партнёр (POS),POS-кредит,390000,Одобрено,,320000,1
23616,2613,2025-01-27,Онлайн-заявка,Кредит наличными,1410000,Отказ,Несоответствие политике банка,0,0
23617,6394,2025-01-28,Партнёр (POS),Кредитная карта,500000,Отказ,Высокая долговая нагрузка,0,0
23618,295,2025-02-07,Партнёр (POS),Кредитная карта,410000,Одобрено,,410000,1
23619,9807,2025-02-08,Онлайн-заявка,Кредит наличными,280000,Отказ,Действующая просрочка,0,0
23620,7441,2025-02-06,Мобильное приложение,Кредит наличными,1070000,Отказ,Высокая долговая нагрузка,0,0
23621,6849,2025-01-31,Мобильное приложение,POS-кредит,440000,Отказ,Высокая долговая нагрузка,0,0
23622,1615,2025-02-07,Мобильное приложение,Кредит наличными,1200000,Одобрено,,1200000,0
23623,7853,2025-02-13,Партнёр (POS),POS-кредит,270000,Одобрено,,270000,1
23624,2086,2025-02-02,Онлайн-заявка,Кредитная карта,310000,Одобрено,,170000,1
