client_id,age_group,region,income_band,client_since
5378,35-44,Атырау,200-400к,2020-11-11
5379,25-34,Актобе,700к+,2023-12-14
5380,45-54,Астана,200-400к,2021-10-12
5381,25-34,Павлодар,200-400к,2023-01-17
5382,35-44,Астана,700к+,2021-06-03
5383,45-54,Павлодар,400-700к,2020-10-21
5384,25-34,Атырау,200-400к,2020-02-13
5385,25-34,Алматы,200-400к,2025-02-21
5386,35-44,Алматы,400-700к,2021-08-24
5387,18-24,Актобе,200-400к,2023-02-26
5388,25-34,Караганда,до 200к,2022-07-22
5389,25-34,Шымкент,200-400к,2022-01-09
5390,55+,Костанай,до 200к,2024-07-17
5391,35-44,Шымкент,200-400к,2024-12-26
5392,25-34,Астана,700к+,2020-12-26
5393,55+,Шымкент,700к+,2020-03-03
5394,25-34,Алматы,200-400к,2021-10-16
5395,25-34,Шымкент,400-700к,2020-07-25
5396,25-34,Павлодар,400-700к,2020-02-28
5397,25-34,Алматы,700к+,2024-05-29
5398,25-34,Атырау,400-700к,2020-05-30
5399,35-44,Атырау,400-700к,2020-05-20
5400,18-24,Алматы,до 200к,2021-12-13
5401,35-44,Атырау,до 200к,2023-02-09
5402,25-34,Актобе,до 200к,2022-09-26
5403,25-34,Астана,200-400к,2024-01-31
5404,25-34,Алматы,700к+,2024-02-05
5405,35-44,Астана,700к+,2020-02-03
5406,35-44,Шымкент,400-700к,2024-03-06
5407,25-34,Алматы,400-700к,2020-03-26
5408,25-34,Астана,200-400к,2025-01-01
5409,25-34,Павлодар,200-400к,2021-09-03
5410,45-54,Актобе,200-400к,2024-12-20
5411,25-34,Актобе,до 200к,2025-06-21
5412,35-44,Костанай,400-700к,2020-07-21
5413,25-34,Алматы,200-400к,2022-01-31
5414,25-34,Алматы,до 200к,2020-08-12
5415,35-44,Караганда,200-400к,2025-04-20
5416,25-34,Астана,200-400к,2022-09-20
5417,18-24,Алматы,400-700к,2024-08-02
5418,55+,Актобе,400-700к,2023-03-24
5419,25-34,Алматы,до 200к,2024-08-22
5420,25-34,Шымкент,400-700к,2023-04-10
5421,25-34,Шымкент,до 200к,2020-04-06
5422,25-34,Караганда,200-400к,2022-08-30
5423,45-54,Астана,200-400к,2023-08-02
5424,18-24,Алматы,400-700к,2025-05-16
5425,55+,Павлодар,700к+,2024-07-23
5426,35-44,Павлодар,до 200к,2022-10-14
5427,55+,Астана,400-700к,2024-05-30
5428,45-54,Алматы,400-700к,2025-02-13
5429,45-54,Шымкент,700к+,2024-10-17
5430,35-44,Астана,до 200к,2025-05-30
5431,25-34,Алматы,до 200к,2021-12-19
5432,25-34,Алматы,200-400к,2022-06-07
5433,35-44,Алматы,700к+,2020-01-29
5434,25-34,Астана,200-400к,2020-09-24
5435,35-44,Астана,200-400к,2024-06-21
5436,18-24,Атырау,700к+,2021-10-13
5437,45-54,Астана,200-400к,2022-05-27
5438,25-34,Астана,200-400к,2021-12-18
5439,55+,Алматы,700к+,2025-01-27
5440,25-34,Павлодар,200-400к,2024-11-11
5441,18-24,Алматы,до 200к,2024-01-18
5442,45-54,Алматы,до 200к,2025-04-07
5443,45-54,Караганда,200-400к,2022-12-29
5444,35-44,Караганда,до 200к,2020-12-05
5445,55+,Атырау,до 200к,2023-06-23
5446,25-34,Астана,до 200к,2020-02-10
5447,45-54,Астана,200-400к,2022-04-19
5448,25-34,Астана,400-700к,2024-07-19
5449,35-44,Шымкент,200-400к,2020-12-26
5450,25-34,Астана,400-700к,2023-01-22
5451,18-24,Астана,700к+,2024-04-03
5452,35-44,Алматы,400-700к,2024-02-11
5453,35-44,Костанай,200-400к,2023-03-29
5454,25-34,Алматы,до 200к,2021-10-25
5455,55+,Алматы,200-400к,2021-04-29
5456,35-44,Павлодар,до 200к,2020-11-13
5457,25-34,Актобе,200-400к,2024-01-13
5458,35-44,Шымкент,700к+,2021-06-13
5459,25-34,Караганда,200-400к,2023-07-23
5460,18-24,Алматы,до 200к,2020-04-06
5461,35-44,Атырау,400-700к,2021-08-06
5462,18-24,Алматы,700к+,2022-02-10
5463,18-24,Костанай,400-700к,2024-03-25
5464,35-44,Алматы,до 200к,2020-07-17
5465,18-24,Караганда,200-400к,2022-07-29
5466,45-54,Шымкент,200-400к,2022-07-16
5467,45-54,Алматы,200-400к,2021-10-05
5468,25-34,Астана,200-400к,2024-05-17
5469,35-44,Актобе,400-700к,2025-05-14
5470,18-24,Алматы,до 200к,2020-04-05
5471,35-44,Костанай,700к+,2025-02-07
5472,18-24,Астана,до 200к,2024-11-28
5473,55+,Караганда,до 200к,2024-08-11
5474,25-34,Шымкент,400-700к,2020-09-03
5475,35-44,Астана,200-400к,2022-02-14
5476,18-24,Караганда,200-400к,2023-08-04
5477,25-34,Актобе,200-400к,2021-02-12
5478,25-34,Шымкент,до 200к,2021-04-26
5479,35-44,Шымкент,до 200к,2023-01-31
5480,55+,Шымкент,400-700к,2024-08-16
5481,18-24,Астана,до 200к,2020-11-21
5482,18-24,Алматы,700к+,2020-01-21
5483,25-34,Алматы,400-700к,2025-06-14
5484,25-34,Шымкент,400-700к,2022-04-22
5485,45-54,Павлодар,400-700к,2020-06-01
5486,45-54,Алматы,400-700к,2025-04-07
5487,45-54,Шымкент,200-400к,2021-06-30
5488,25-34,Алматы,700к+,2020-08-13
5489,25-34,Шымкент,200-400к,2023-08-29
5490,35-44,Актобе,до 200к,2024-03-01
5491,25-34,Актобе,200-400к,2020-09-10
5492,35-44,Актобе,до 200к,2023-12-24
5493,25-34,Актобе,200-400к,2022-01-25
5494,25-34,Алматы,700к+,2021-09-30
5495,45-54,Шымкент,200-400к,2023-08-26
5496,25-34,Алматы,до 200к,2020-04-30
5497,55+,Павлодар,до 200к,2020-12-02
5498,25-34,Актобе,200-400к,2024-07-24
5499,18-24,Алматы,до 200к,2025-05-25
5500,25-34,Алматы,200-400к,2024-12-14
5501,25-34,Астана,400-700к,2024-04-15
5502,35-44,Костанай,200-400к,2020-09-12
5503,18-24,Алматы,200-400к,2021-09-09
5504,35-44,Шымкент,200-400к,2024-08-22
5505,45-54,Астана,до 200к,2023-11-27
5506,25-34,Караганда,200-400к,2024-07-24
5507,25-34,Караганда,200-400к,2022-04-01
5508,25-34,Алматы,200-400к,2023-02-28
5509,45-54,Актобе,200-400к,2024-01-13
5510,35-44,Алматы,200-400к,2024-04-16
5511,18-24,Атырау,до 200к,2023-12-22
5512,35-44,Алматы,200-400к,2020-03-19
5513,25-34,Шымкент,до 200к,2021-02-09
5514,25-34,Астана,400-700к,2022-09-19
5515,18-24,Шымкент,до 200к,2023-10-30
5516,55+,Алматы,400-700к,2025-04-17
5517,25-34,Шымкент,200-400к,2021-08-24
5518,25-34,Алматы,до 200к,2024-03-30
5519,25-34,Астана,до 200к,2023-08-21
5520,35-44,Атырау,700к+,2021-06-20
5521,25-34,Астана,200-400к,2020-12-12
5522,25-34,Астана,400-700к,2023-06-01
5523,25-34,Караганда,400-700к,2021-10-18
5524,35-44,Астана,200-400к,2021-03-01
5525,25-34,Атырау,200-400к,2021-03-13
5526,45-54,Астана,200-400к,2021-03-20
5527,25-34,Костанай,400-700к,2020-07-01
5528,25-34,Павлодар,200-400к,2021-01-13
5529,55+,Астана,700к+,2025-05-05
5530,45-54,Астана,200-400к,2021-01-14
5531,25-34,Караганда,400-700к,2022-03-28
5532,45-54,Актобе,до 200к,2022-09-25
5533,35-44,Алматы,200-400к,2023-11-05
5534,25-34,Алматы,до 200к,2021-09-11
5535,45-54,Алматы,700к+,2024-07-11
5536,35-44,Актобе,до 200к,2024-04-04
5537,25-34,Актобе,400-700к,2022-10-13
5538,35-44,Алматы,до 200к,2024-11-23
5539,25-34,Шымкент,до 200к,2021-11-27
5540,18-24,Актобе,200-400к,2022-09-02
5541,55+,Костанай,400-700к,2023-04-11
5542,35-44,Алматы,до 200к,2021-01-17
5543,35-44,Астана,400-700к,2020-06-12
5544,35-44,Астана,400-700к,2025-06-18
5545,35-44,Караганда,700к+,2020-04-06
5546,25-34,Алматы,200-400к,2020-04-04
5547,55+,Алматы,200-400к,2020-07-22
5548,35-44,Актобе,200-400к,2023-01-04
5549,35-44,Шымкент,до 200к,2021-06-20
5550,25-34,Алматы,200-400к,2021-03-15
5551,25-34,Астана,400-700к,2024-09-16
5552,18-24,Алматы,до 200к,2025-02-18
5553,25-34,Астана,до 200к,2024-10-17
5554,25-34,Астана,200-400к,2021-10-11
5555,35-44,Алматы,400-700к,2020-06-19
5556,45-54,Алматы,200-400к,2025-03-31
5557,25-34,Павлодар,400-700к,2022-12-27
5558,25-34,Павлодар,200-400к,2025-04-29
5559,35-44,Алматы,200-400к,2020-11-30
5560,25-34,Караганда,700к+,2025-02-28
5561,45-54,Алматы,200-400к,2021-09-11
5562,25-34,Атырау,200-400к,2024-05-04
5563,18-24,Павлодар,700к+,2020-08-08
5564,25-34,Шымкент,до 200к,2024-01-22
5565,55+,Шымкент,до 200к,2022-08-04
5566,25-34,Астана,700к+,2025-03-20
5567,35-44,Алматы,200-400к,2020-10-22
5568,25-34,Астана,700к+,2021-03-23
5569,25-34,Алматы,400-700к,2023-06-26
5570,45-54,Караганда,200-400к,2024-06-07
5571,25-34,Астана,200-400к,2024-11-11
5572,18-24,Алматы,200-400к,2020-08-14
5573,35-44,Шымкент,до 200к,2020-01-14
5574,45-54,Атырау,200-400к,2021-12-24
5575,25-34,Шымкент,400-700к,2020-07-14
5576,18-24,Шымкент,700к+,2022-03-14
5577,55+,Атырау,700к+,2022-08-11
5578,35-44,Алматы,700к+,2025-06-13
5579,45-54,Шымкент,до 200к,2020-03-07
5580,35-44,Астана,200-400к,2021-10-03
5581,35-44,Алматы,до 200к,2021-11-08
5582,25-34,Костанай,200-400к,2023-01-14
5583,25-34,Астана,700к+,2021-10-02
5584,35-44,Астана,400-700к,2023-06-20
5585,35-44,Алматы,400-700к,2024-08-25
5586,55+,Костанай,200-400к,2023-09-17
5587,35-44,Атырау,200-400к,2023-08-14
5588,25-34,Алматы,до 200к,2020-08-28
5589,25-34,Шымкент,200-400к,2024-11-09
5590,35-44,Алматы,200-400к,2023-01-23
5591,25-34,Актобе,400-700к,2020-11-25
5592,45-54,Астана,200-400к,2023-06-23
5593,35-44,Алматы,400-700к,2022-08-31
5594,18-24,Шымкент,400-700к,2024-12-11
5595,35-44,Павлодар,до 200к,2023-07-19
5596,35-44,Астана,200-400к,2025-03-29
5597,45-54,Алматы,400-700к,2025-05-03
5598,25-34,Костанай,700к+,2021-04-15
5599,35-44,Алматы,до 200к,2021-08-07
5600,25-34,Астана,400-700к,2021-02-25
5601,35-44,Шымкент,200-400к,2021-04-06
5602,18-24,Алматы,до 200к,2023-09-29
5603,45-54,Алматы,до 200к,2025-03-13
5604,45-54,Алматы,200-400к,2022-09-05
5605,35-44,Алматы,200-400к,2024-06-04
5606,35-44,Шымкент,200-400к,2024-01-27
5607,18-24,Атырау,до 200к,2021-06-05
5608,35-44,Алматы,до 200к,2024-08-23
5609,25-34,Караганда,400-700к,2022-08-15
5610,35-44,Астана,до 200к,2020-01-22
5611,18-24,Алматы,до 200к,2023-12-02
5612,35-44,Шымкент,до 200к,2024-10-23
5613,25-34,Алматы,200-400к,2021-05-05
5614,35-44,Шымкент,200-400к,2021-06-14
5615,35-44,Астана,400-700к,2024-01-04
5616,25-34,Караганда,200-400к,2025-04-22
5617,25-34,Павлодар,до 200к,2021-06-04
5618,45-54,Алматы,до 200к,2022-05-10
5619,35-44,Павлодар,400-700к,2023-09-20
5620,18-24,Алматы,до 200к,2024-08-31
5621,25-34,Алматы,до 200к,2020-03-08
5622,25-34,Алматы,до 200к,2021-02-03
5623,35-44,Атырау,400-700к,2024-11-23
5624,35-44,Караганда,400-700к,2022-11-16
5625,18-24,Костанай,200-400к,2024-02-25
5626,35-44,Караганда,до 200к,2020-05-06
5627,35-44,Астана,400-700к,2020-06-30
5628,35-44,Павлодар,до 200к,2024-01-09
5629,18-24,Костанай,200-400к,2022-01-21
5630,25-34,Атырау,400-700к,2025-02-27
5631,25-34,Шымкент,до 200к,2022-05-11
5632,25-34,Атырау,200-400к,2024-08-13
5633,25-34,Алматы,200-400к,2022-12-22
5634,18-24,Павлодар,200-400к,2023-09-22
5635,18-24,Костанай,200-400к,2023-07-31
5636,35-44,Караганда,200-400к,2020-08-25
5637,25-34,Алматы,200-400к,2024-05-07
5638,35-44,Алматы,200-400к,2025-05-21
5639,18-24,Костанай,200-400к,2022-02-12
5640,35-44,Павлодар,до 200к,2021-11-18
5641,25-34,Актобе,200-400к,2023-04-09
5642,45-54,Костанай,200-400к,2023-06-19
5643,45-54,Шымкент,200-400к,2022-02-05
5644,25-34,Павлодар,200-400к,2021-06-29
5645,35-44,Алматы,200-400к,2025-04-26
5646,25-34,Алматы,700к+,2024-07-12
5647,35-44,Шымкент,200-400к,2023-02-17
5648,18-24,Астана,400-700к,2022-01-26
5649,25-34,Астана,до 200к,2021-12-05
5650,25-34,Атырау,400-700к,2022-02-20
5651,45-54,Алматы,200-400к,2023-03-31
5652,25-34,Актобе,400-700к,2020-01-09
5653,35-44,Алматы,700к+,2023-08-07
5654,25-34,Атырау,до 200к,2023-02-24
5655,25-34,Алматы,700к+,2020-10-16
5656,25-34,Актобе,200-400к,2021-05-16
5657,45-54,Шымкент,400-700к,2021-07-08
5658,45-54,Астана,200-400к,2025-01-17
5659,18-24,Алматы,200-400к,2025-02-12
5660,35-44,Алматы,400-700к,2024-04-15
5661,25-34,Астана,до 200к,2023-09-25
5662,18-24,Алматы,200-400к,2025-03-19
5663,35-44,Алматы,до 200к,2024-01-08
5664,18-24,Актобе,до 200к,2022-02-18
5665,25-34,Алматы,400-700к,2021-12-17
5666,35-44,Алматы,400-700к,2023-08-16
5667,25-34,Астана,400-700к,2022-03-28
5668,45-54,Астана,400-700к,2022-06-22
5669,35-44,Шымкент,200-400к,2025-04-28
5670,45-54,Караганда,700к+,2024-12-23
5671,35-44,Шымкент,200-400к,2023-04-27
5672,45-54,Астана,200-400к,2021-10-10
5673,25-34,Астана,400-700к,2022-06-03
5674,35-44,Алматы,400-700к,2021-10-19
5675,35-44,Караганда,400-700к,2022-04-18
5676,45-54,Астана,200-400к,2022-01-01
5677,25-34,Атырау,200-400к,2022-06-09
5678,35-44,Шымкент,200-400к,2022-09-22
5679,35-44,Караганда,400-700к,2023-07-09
5680,25-34,Шымкент,200-400к,2024-11-10
5681,45-54,Павлодар,до 200к,2022-11-23
5682,25-34,Астана,до 200к,2021-02-18
5683,25-34,Астана,200-400к,2021-01-05
5684,35-44,Павлодар,до 200к,2023-07-26
5685,25-34,Шымкент,200-400к,2025-06-19
5686,18-24,Астана,до 200к,2021-09-03
5687,18-24,Алматы,до 200к,2020-06-25
5688,25-34,Алматы,400-700к,2020-06-14
5689,35-44,Атырау,200-400к,2021-07-02
5690,45-54,Алматы,400-700к,2025-03-22
5691,35-44,Алматы,до 200к,2024-04-10
5692,18-24,Алматы,до 200к,2024-04-20
5693,35-44,Костанай,до 200к,2021-10-27
5694,45-54,Шымкент,до 200к,2025-03-19
5695,35-44,Астана,до 200к,2022-03-26
5696,25-34,Павлодар,200-400к,2022-03-11
5697,18-24,Астана,до 200к,2025-02-18
5698,45-54,Атырау,400-700к,2024-02-22
5699,45-54,Актобе,200-400к,2021-07-31
5700,18-24,Астана,до 200к,2023-07-26
5701,45-54,Актобе,400-700к,2021-12-01
5702,18-24,Костанай,200-400к,2023-05-23
5703,18-24,Алматы,200-400к,2020-10-01
5704,35-44,Алматы,200-400к,2020-03-21
5705,35-44,Атырау,200-400к,2025-04-11
5706,25-34,Астана,200-400к,2020-05-23
5707,45-54,Шымкент,700к+,2022-03-13
5708,45-54,Алматы,200-400к,2021-01-25
5709,18-24,Атырау,200-400к,2020-01-30
5710,35-44,Актобе,400-700к,2024-02-08
5711,35-44,Костанай,200-400к,2021-07-20
5712,35-44,Астана,700к+,2024-05-15
5713,55+,Костанай,400-700к,2023-01-04
5714,35-44,Шымкент,200-400к,2023-07-18
5715,18-24,Караганда,200-400к,2023-08-30
5716,25-34,Караганда,200-400к,2021-01-19
5717,45-54,Астана,до 200к,2022-06-30
5718,55+,Шымкент,200-400к,2024-04-04
5719,18-24,Алматы,до 200к,2021-04-13
5720,18-24,Астана,200-400к,2020-08-14
5721,35-44,Караганда,200-400к,2022-04-09
5722,18-24,Алматы,700к+,2024-11-23
5723,18-24,Караганда,до 200к,2021-10-05
5724,45-54,Астана,200-400к,2022-02-08
5725,45-54,Алматы,200-400к,2020-09-09
5726,45-54,Караганда,200-400к,2023-12-25
5727,35-44,Алматы,до 200к,2021-11-06
5728,25-34,Костанай,200-400к,2020-12-04
5729,45-54,Костанай,200-400к,2020-07-23
5730,25-34,Астана,200-400к,2021-09-20
5731,25-34,Астана,200-400к,2021-02-10
5732,45-54,Алматы,до 200к,2022-09-17
5733,35-44,Актобе,200-400к,2022-05-02
5734,45-54,Алматы,700к+,2022-09-19
5735,25-34,Павлодар,до 200к,2022-01-03
5736,55+,Костанай,до 200к,2020-07-13
5737,35-44,Алматы,700к+,2024-04-03
5738,35-44,Караганда,до 200к,2023-01-01
5739,45-54,Астана,200-400к,2021-01-03
5740,25-34,Шымкент,200-400к,2020-05-30
5741,35-44,Алматы,200-400к,2025-02-22
5742,35-44,Актобе,200-400к,2025-01-21
5743,45-54,Алматы,200-400к,2021-01-12
5744,45-54,Павлодар,700к+,2022-04-23
5745,35-44,Астана,200-400к,2023-03-10
5746,18-24,Караганда,200-400к,2022-05-28
5747,25-34,Павлодар,700к+,2024-07-30
5748,55+,Актобе,до 200к,2023-02-27
5749,55+,Шымкент,700к+,2021-06-14
5750,55+,Астана,700к+,2024-04-12
5751,18-24,Астана,700к+,2024-10-15
5752,25-34,Астана,до 200к,2020-05-19
5753,35-44,Костанай,200-400к,2024-08-29
5754,35-44,Алматы,400-700к,2023-11-06
5755,18-24,Астана,200-400к,2025-01-09
5756,35-44,Актобе,200-400к,2024-12-26
5757,25-34,Астана,до 200к,2020-04-09
5758,25-34,Павлодар,до 200к,2022-05-28
5759,25-34,Алматы,400-700к,2020-05-22
5760,18-24,Алматы,700к+,2020-01-27
5761,18-24,Караганда,до 200к,2025-01-08
5762,45-54,Шымкент,до 200к,2021-05-09
5763,35-44,Павлодар,200-400к,2020-05-01
5764,55+,Астана,до 200к,2025-02-25
5765,25-34,Алматы,200-400к,2022-03-26
5766,25-34,Астана,400-700к,2020-08-24
5767,25-34,Астана,200-400к,2021-05-24
5768,35-44,Шымкент,400-700к,2020-01-28
5769,25-34,Алматы,до 200к,2023-09-16
5770,35-44,Шымкент,200-400к,2025-02-14
5771,45-54,Павлодар,400-700к,2022-02-21
5772,45-54,Астана,до 200к,2024-09-22
5773,25-34,Караганда,до 200к,2021-11-17
5774,35-44,Алматы,200-400к,2022-07-09
5775,25-34,Атырау,до 200к,2021-03-03
5776,18-24,Алматы,200-400к,2020-01-11
5777,35-44,Шымкент,400-700к,2020-11-22
5778,35-44,Астана,до 200к,2023-03-13
5779,35-44,Алматы,200-400к,2020-07-17
5780,18-24,Астана,до 200к,2024-06-21
5781,55+,Алматы,400-700к,2025-01-08
5782,55+,Павлодар,200-400к,2021-07-26
5783,25-34,Алматы,400-700к,2021-06-25
5784,45-54,Костанай,до 200к,2020-12-11
5785,25-34,Астана,400-700к,2022-03-30
5786,35-44,Алматы,400-700к,2024-12-14
5787,45-54,Астана,400-700к,2022-02-19
5788,45-54,Алматы,400-700к,2024-03-15
5789,45-54,Атырау,до 200к,2021-10-05
5790,25-34,Алматы,200-400к,2022-06-15
5791,45-54,Павлодар,200-400к,2022-09-13
5792,35-44,Алматы,до 200к,2024-12-15
5793,18-24,Астана,200-400к,2022-09-24
5794,18-24,Алматы,400-700к,2023-05-01
5795,35-44,Караганда,200-400к,2024-09-04
5796,35-44,Шымкент,700к+,2025-03-03
5797,35-44,Павлодар,400-700к,2024-11-24
5798,45-54,Астана,200-400к,2020-07-25
5799,35-44,Алматы,200-400к,2020-08-12
5800,25-34,Актобе,200-400к,2022-05-22
5801,25-34,Шымкент,200-400к,2021-12-03
5802,35-44,Атырау,до 200к,2023-09-20
5803,35-44,Астана,200-400к,2022-05-14
5804,35-44,Актобе,200-400к,2022-03-26
5805,35-44,Алматы,200-400к,2020-06-29
5806,35-44,Костанай,до 200к,2021-11-30
5807,35-44,Алматы,до 200к,2023-02-16
5808,45-54,Атырау,200-400к,2023-10-22
5809,18-24,Алматы,до 200к,2020-12-03
5810,35-44,Актобе,400-700к,2023-04-26
5811,35-44,Атырау,200-400к,2023-02-19
5812,18-24,Павлодар,до 200к,2021-07-19
5813,35-44,Астана,700к+,2024-11-14
5814,35-44,Астана,200-400к,2022-06-07
5815,35-44,Атырау,до 200к,2021-06-11
5816,45-54,Шымкент,400-700к,2023-11-14
5817,25-34,Караганда,400-700к,2021-01-12
5818,25-34,Алматы,200-400к,2023-06-07
5819,25-34,Астана,до 200к,2023-09-26
5820,25-34,Астана,400-700к,2022-06-25
5821,35-44,Караганда,до 200к,2021-02-11
5822,45-54,Алматы,200-400к,2021-06-04
5823,35-44,Астана,400-700к,2021-03-19
5824,25-34,Атырау,400-700к,2020-08-17
5825,25-34,Шымкент,200-400к,2025-06-18
5826,25-34,Павлодар,до 200к,2024-08-07
5827,35-44,Алматы,200-400к,2022-11-09
5828,25-34,Астана,400-700к,2024-06-28
5829,35-44,Шымкент,400-700к,2023-08-07
5830,45-54,Астана,400-700к,2023-05-11
5831,35-44,Караганда,до 200к,2023-12-05
5832,25-34,Алматы,700к+,2023-02-16
5833,25-34,Шымкент,до 200к,2023-01-25
5834,35-44,Алматы,200-400к,2020-09-29
5835,35-44,Караганда,400-700к,2023-05-05
5836,18-24,Атырау,200-400к,2022-06-12
5837,45-54,Алматы,200-400к,2021-05-07
5838,35-44,Астана,200-400к,2022-08-25
5839,25-34,Астана,400-700к,2024-07-24
5840,25-34,Актобе,до 200к,2022-07-11
5841,25-34,Алматы,до 200к,2022-08-10
5842,25-34,Астана,200-400к,2021-04-29
5843,25-34,Актобе,400-700к,2024-05-30
5844,35-44,Шымкент,700к+,2020-09-04
5845,25-34,Актобе,200-400к,2024-08-01
5846,45-54,Астана,400-700к,2025-02-05
5847,55+,Павлодар,200-400к,2020-12-20
5848,25-34,Алматы,200-400к,2023-01-17
5849,18-24,Алматы,до 200к,2023-03-17
5850,45-54,Шымкент,до 200к,2024-09-21
5851,55+,Астана,до 200к,2021-10-14
5852,45-54,Караганда,до 200к,2023-09-05
5853,18-24,Алматы,до 200к,2020-07-17
5854,25-34,Алматы,400-700к,2024-06-28
5855,18-24,Актобе,до 200к,2024-02-24
5856,45-54,Астана,400-700к,2021-03-07
5857,35-44,Актобе,400-700к,2020-09-07
5858,35-44,Караганда,200-400к,2020-07-31
5859,35-44,Алматы,400-700к,2024-07-16
5860,25-34,Актобе,200-400к,2023-05-12
5861,35-44,Павлодар,до 200к,2022-01-12
5862,18-24,Атырау,400-700к,2023-01-03
5863,35-44,Алматы,200-400к,2023-01-21
5864,35-44,Шымкент,200-400к,2020-07-11
5865,35-44,Павлодар,400-700к,2022-05-29
5866,25-34,Шымкент,400-700к,2023-05-07
5867,45-54,Астана,200-400к,2023-04-29
5868,35-44,Алматы,до 200к,2020-12-29
5869,18-24,Караганда,400-700к,2025-01-30
5870,25-34,Актобе,700к+,2020-08-04
5871,35-44,Павлодар,200-400к,2024-09-20
5872,25-34,Павлодар,400-700к,2025-05-24
5873,18-24,Астана,200-400к,2024-02-10
5874,25-34,Шымкент,до 200к,2023-01-16
5875,25-34,Алматы,700к+,2021-01-20
5876,25-34,Алматы,400-700к,2021-10-21
5877,35-44,Алматы,200-400к,2023-01-02
5878,25-34,Павлодар,400-700к,2020-07-15
5879,35-44,Алматы,200-400к,2023-11-16
5880,25-34,Астана,до 200к,2025-01-07
5881,25-34,Астана,200-400к,2024-01-24
5882,25-34,Астана,до 200к,2025-02-28
5883,45-54,Шымкент,до 200к,2022-08-06
5884,55+,Алматы,до 200к,2021-05-28
5885,25-34,Астана,200-400к,2020-02-03
5886,18-24,Астана,700к+,2022-05-20
5887,25-34,Атырау,до 200к,2020-08-18
5888,25-34,Караганда,200-400к,2023-07-15
5889,45-54,Атырау,400-700к,2024-05-23
5890,18-24,Астана,400-700к,2020-08-10
5891,55+,Алматы,400-700к,2022-10-30
5892,35-44,Астана,700к+,2022-12-09
5893,35-44,Костанай,400-700к,2021-09-14
5894,45-54,Алматы,400-700к,2021-03-13
5895,18-24,Алматы,200-400к,2023-11-28
5896,35-44,Костанай,200-400к,2021-03-26
5897,18-24,Костанай,200-400к,2020-03-04
5898,45-54,Алматы,400-700к,2023-04-21
5899,35-44,Актобе,200-400к,2020-05-15
5900,18-24,Астана,400-700к,2021-09-12
5901,45-54,Астана,200-400к,2020-06-23
5902,18-24,Астана,400-700к,2023-01-05
5903,18-24,Костанай,до 200к,2021-03-11
5904,45-54,Алматы,200-400к,2021-06-08
5905,25-34,Актобе,200-400к,2022-03-10
5906,45-54,Алматы,до 200к,2022-09-02
5907,35-44,Караганда,700к+,2023-12-09
5908,35-44,Караганда,до 200к,2025-02-07
5909,25-34,Актобе,до 200к,2023-04-21
5910,18-24,Павлодар,200-400к,2022-08-27
5911,55+,Актобе,до 200к,2023-03-13
5912,18-24,Актобе,200-400к,2022-09-29
5913,35-44,Алматы,до 200к,2020-01-12
5914,25-34,Костанай,до 200к,2022-09-12
5915,25-34,Астана,400-700к,2024-01-27
5916,35-44,Астана,200-400к,2024-09-09
5917,45-54,Шымкент,200-400к,2020-07-02
5918,35-44,Астана,до 200к,2023-09-25
5919,45-54,Шымкент,200-400к,2020-08-08
5920,25-34,Астана,200-400к,2020-03-02
5921,25-34,Алматы,до 200к,2020-04-01
5922,18-24,Павлодар,400-700к,2020-08-23
5923,35-44,Павлодар,200-400к,2020-06-17
5924,25-34,Астана,700к+,2023-03-01
5925,35-44,Костанай,400-700к,2025-01-15
5926,25-34,Астана,200-400к,2024-02-29
5927,45-54,Астана,до 200к,2024-01-02
5928,45-54,Павлодар,400-700к,2020-08-22
5929,45-54,Караганда,200-400к,2025-02-19
5930,18-24,Актобе,400-700к,2022-10-02
5931,55+,Астана,200-400к,2020-03-03
5932,25-34,Астана,до 200к,2023-07-08
5933,25-34,Алматы,400-700к,2023-11-10
5934,25-34,Костанай,400-700к,2022-03-12
5935,25-34,Алматы,до 200к,2023-12-01
5936,35-44,Астана,400-700к,2023-10-19
5937,25-34,Алматы,200-400к,2023-03-07
5938,25-34,Караганда,200-400к,2021-11-16
5939,35-44,Астана,400-700к,2025-06-20
5940,45-54,Актобе,до 200к,2023-05-31
5941,35-44,Шымкент,до 200к,2022-07-13
5942,35-44,Алматы,до 200к,2024-03-11
5943,25-34,Алматы,700к+,2021-04-30
5944,45-54,Алматы,до 200к,2025-03-26
5945,18-24,Актобе,200-400к,2024-01-11
5946,25-34,Атырау,400-700к,2023-07-01
5947,18-24,Астана,400-700к,2021-06-16
5948,35-44,Шымкент,до 200к,2021-12-04
5949,25-34,Алматы,до 200к,2025-03-14
5950,35-44,Павлодар,700к+,2023-12-13
5951,25-34,Костанай,200-400к,2020-08-10
5952,25-34,Актобе,до 200к,2024-05-27
5953,25-34,Алматы,до 200к,2020-08-25
5954,18-24,Астана,400-700к,2022-04-09
5955,25-34,Костанай,700к+,2022-04-14
5956,35-44,Алматы,200-400к,2021-12-26
5957,35-44,Караганда,200-400к,2022-09-17
5958,18-24,Павлодар,400-700к,2020-10-31
5959,35-44,Актобе,до 200к,2023-08-15
5960,25-34,Шымкент,400-700к,2023-09-15
5961,18-24,Шымкент,до 200к,2024-08-30
5962,25-34,Павлодар,до 200к,2022-06-08
5963,25-34,Астана,200-400к,2022-11-27
